id,address,name,industry,related_gov
firm333,"湖北省武汉市硚口区沿河大道358号	",武汉市天然气有限公司,能源及环保,市建委
firm334,湖北省武汉市阳逻经济开发区,武汉华能发电有限责任公司,能源及环保,市环保局
firm335,"沌口路附近	",武桥重工集团股份有限公司,Unknown,Unknown
firm336,"中山路496号	",武汉市合中生化制造有限公司,Unknown,Unknown
firm337,"东湖新技术开发区大学园路33号	",中冶南方工程技术有限公司,Unknown,Unknown
firm338,湖北省武汉市汉阳大道36号,中国中铁大桥局集团有限公司,建设施工,市建委
firm339,江夏区江夏区复江道体育馆西侧(熊廷弼路体育馆附近,武汉建工（集团）有限公司,建设施工,市建委
firm340,沌口经济技术开发区东风大道特1号,东风汽车公司,汽车及零部件,政府办公厅、市经委
firm341,沌口经济技术开发区东风大道特1号,东风汽车公司,汽车及零部件,政府办公厅、市经委
firm342,东湖新技术开发区民族大道玉龙岛花园语林山庄内,武汉凯迪控股投资有限公司,能源及环保,市发改委
firm343,武汉市经济技术开发区沌口街,武汉晨鸣汉阳纸业股份有限公司,消费品及其它,市科技局
firm344,常青路296号,武汉统一企业食品有限公司,食品烟草,市农业局
firm345,武汉市金北一路,华润雪花啤酒（武汉）有限公司,食品烟草,市农业局
firm346,"田园路999号	",中国石化集团武汉石油化工厂,石油化工,市环保局
firm347,"古田工农路10号	",武汉有机实业股份有限公司,石油化工,市环保局
firm348,湖北省武汉市洪山区鲁磨路369号,武汉人福高科技企业股份有限公司,Unknown,Unknown
firm349,"珠山湖大道63号	",武汉顶益食品有限公司,Unknown,Unknown
firm350,武汉市新洲汉施公路,武汉一冶钢结构有限公司,Unknown,Unknown
firm351,武汉市汉口解放大道634号新世界中心写字楼B座24/25楼,武汉猫人服饰股份有限公司,Unknown,Unknown
firm352,东湖新技术开发区民族大道玉龙岛花园语林山庄内,武汉凯迪控股投资有限公司,能源及环保,市发改委
firm353,武汉市经济技术开发区沌口街,武汉晨鸣汉阳纸业股份有限公司,消费品及其它,市科技局
firm354,常青路296号,武汉统一企业食品有限公司,食品烟草,市农业局
firm355,武汉市金北一路,华润雪花啤酒（武汉）有限公司,食品烟草,市农业局
firm356,"田园路999号	",中国石化集团武汉石油化工厂,石油化工,市环保局
firm357,"古田工农路10号	",武汉有机实业股份有限公司,石油化工,市环保局
firm358,湖北省武汉市洪山区鲁磨路369号,武汉人福高科技企业股份有限公司,Unknown,Unknown
firm359,"珠山湖大道63号	",武汉顶益食品有限公司,Unknown,Unknown
firm360,武汉市新洲汉施公路,武汉一冶钢结构有限公司,Unknown,Unknown
firm361,武汉市汉口解放大道634号新世界中心写字楼B座24/25楼,武汉猫人服饰股份有限公司,Unknown,Unknown
firm362,东湖新技术开发区民族大道玉龙岛花园语林山庄内,武汉凯迪控股投资有限公司,能源及环保,市发改委
firm363,武汉市经济技术开发区沌口街,武汉晨鸣汉阳纸业股份有限公司,消费品及其它,市科技局
firm364,常青路296号,武汉统一企业食品有限公司,食品烟草,市农业局
firm365,武汉市金北一路,华润雪花啤酒（武汉）有限公司,食品烟草,市农业局
firm366,"田园路999号	",中国石化集团武汉石油化工厂,石油化工,市环保局
firm367,"古田工农路10号	",武汉有机实业股份有限公司,石油化工,市环保局
firm368,湖北省武汉市洪山区鲁磨路369号,武汉人福高科技企业股份有限公司,Unknown,Unknown
firm369,"珠山湖大道63号	",武汉顶益食品有限公司,Unknown,Unknown
firm370,武汉市新洲汉施公路,武汉一冶钢结构有限公司,Unknown,Unknown
firm371,武汉市汉口解放大道634号新世界中心写字楼B座24/25楼,武汉猫人服饰股份有限公司,Unknown,Unknown
firm372,东湖新技术开发区民族大道玉龙岛花园语林山庄内,武汉凯迪控股投资有限公司,能源及环保,市发改委
firm373,武汉市经济技术开发区沌口街,武汉晨鸣汉阳纸业股份有限公司,消费品及其它,市科技局
firm374,常青路296号,武汉统一企业食品有限公司,食品烟草,市农业局
firm375,武汉市金北一路,华润雪花啤酒（武汉）有限公司,食品烟草,市农业局
firm376,"田园路999号	",中国石化集团武汉石油化工厂,石油化工,市环保局
firm377,"古田工农路10号	",武汉有机实业股份有限公司,石油化工,市环保局
firm378,"田园路999号	",中国石化集团武汉石油化工厂,石油化工,市环保局
firm379,"古田工农路10号	",武汉有机实业股份有限公司,石油化工,市环保局
firm380,湖北省武汉市洪山区鲁磨路369号,武汉人福高科技企业股份有限公司,Unknown,Unknown
firm381,"珠山湖大道63号	",武汉顶益食品有限公司,Unknown,Unknown
firm382,武汉市新洲汉施公路,武汉一冶钢结构有限公司,Unknown,Unknown
firm383,武汉市汉口解放大道634号新世界中心写字楼B座24/25楼,武汉猫人服饰股份有限公司,Unknown,Unknown
firm384,东湖新技术开发区民族大道玉龙岛花园语林山庄内,武汉凯迪控股投资有限公司,能源及环保,市发改委
firm385,武汉市经济技术开发区沌口街,武汉晨鸣汉阳纸业股份有限公司,消费品及其它,市科技局
firm386,常青路296号,武汉统一企业食品有限公司,食品烟草,市农业局
firm387,武汉市金北一路,华润雪花啤酒（武汉）有限公司,食品烟草,市农业局
firm388,"田园路999号	",中国石化集团武汉石油化工厂,石油化工,市环保局
firm389,"古田工农路10号	",武汉有机实业股份有限公司,石油化工,市环保局
firm390,湖北省武汉市洪山区鲁磨路369号,武汉人福高科技企业股份有限公司,Unknown,Unknown
firm391,"珠山湖大道63号	",武汉顶益食品有限公司,Unknown,Unknown
firm392,武汉市新洲汉施公路,武汉一冶钢结构有限公司,Unknown,Unknown
firm393,武汉市汉口解放大道634号新世界中心写字楼B座24/25楼,武汉猫人服饰股份有限公司,Unknown,Unknown
firm394,东湖新技术开发区民族大道玉龙岛花园语林山庄内,武汉凯迪控股投资有限公司,能源及环保,市发改委
firm395,武汉市经济技术开发区沌口街,武汉晨鸣汉阳纸业股份有限公司,消费品及其它,市科技局
firm396,常青路296号,武汉统一企业食品有限公司,食品烟草,市农业局
firm397,武汉市金北一路,华润雪花啤酒（武汉）有限公司,食品烟草,市农业局
firm398,"田园路999号	",中国石化集团武汉石油化工厂,石油化工,市环保局
firm399,"古田工农路10号	",武汉有机实业股份有限公司,石油化工,市环保局
firm400,湖北省武汉市洪山区鲁磨路369号,武汉人福高科技企业股份有限公司,Unknown,Unknown
firm401,"珠山湖大道63号	",武汉顶益食品有限公司,Unknown,Unknown
firm402,武汉市新洲汉施公路,武汉一冶钢结构有限公司,Unknown,Unknown
firm403,武汉市汉口解放大道634号新世界中心写字楼B座24/25楼,武汉猫人服饰股份有限公司,Unknown,Unknown
firm404,东湖新技术开发区民族大道玉龙岛花园语林山庄内,武汉凯迪控股投资有限公司,能源及环保,市发改委
firm405,武汉市经济技术开发区沌口街,武汉晨鸣汉阳纸业股份有限公司,消费品及其它,市科技局
firm406,常青路296号,武汉统一企业食品有限公司,食品烟草,市农业局
firm407,武汉市金北一路,华润雪花啤酒（武汉）有限公司,食品烟草,市农业局
firm408,"田园路999号	",中国石化集团武汉石油化工厂,石油化工,市环保局
firm409,"古田工农路10号	",武汉有机实业股份有限公司,石油化工,市环保局
firm410,湖北省武汉市洪山区鲁磨路369号,武汉人福高科技企业股份有限公司,Unknown,Unknown
firm411,"珠山湖大道63号	",武汉顶益食品有限公司,Unknown,Unknown
firm412,武汉市新洲汉施公路,武汉一冶钢结构有限公司,Unknown,Unknown
firm413,武汉市汉口解放大道634号新世界中心写字楼B座24/25楼,武汉猫人服饰股份有限公司,Unknown,Unknown
firm414,东湖新技术开发区民族大道玉龙岛花园语林山庄内,武汉凯迪控股投资有限公司,能源及环保,市发改委
firm415,武汉市经济技术开发区沌口街,武汉晨鸣汉阳纸业股份有限公司,消费品及其它,市科技局
firm416,常青路296号,武汉统一企业食品有限公司,食品烟草,市农业局
firm417,武汉市金北一路,华润雪花啤酒（武汉）有限公司,食品烟草,市农业局
firm418,"田园路999号	",中国石化集团武汉石油化工厂,石油化工,市环保局
firm419,"古田工农路10号	",武汉有机实业股份有限公司,石油化工,市环保局
firm420,湖北省武汉市洪山区鲁磨路369号,武汉人福高科技企业股份有限公司,Unknown,Unknown
firm421,"珠山湖大道63号	",武汉顶益食品有限公司,Unknown,Unknown
firm422,武汉市新洲汉施公路,武汉一冶钢结构有限公司,Unknown,Unknown
firm423,武汉市汉口解放大道634号新世界中心写字楼B座24/25楼,武汉猫人服饰股份有限公司,Unknown,Unknown
firm424,东湖新技术开发区民族大道玉龙岛花园语林山庄内,武汉凯迪控股投资有限公司,能源及环保,市发改委
firm425,武汉市经济技术开发区沌口街,武汉晨鸣汉阳纸业股份有限公司,消费品及其它,市科技局
firm426,常青路296号,武汉统一企业食品有限公司,食品烟草,市农业局
firm427,武汉市金北一路,华润雪花啤酒（武汉）有限公司,食品烟草,市农业局
firm428,"田园路999号	",中国石化集团武汉石油化工厂,石油化工,市环保局
firm429,"古田工农路10号	",武汉有机实业股份有限公司,石油化工,市环保局
firm430,湖北省武汉市洪山区鲁磨路369号,武汉人福高科技企业股份有限公司,Unknown,Unknown
firm431,"珠山湖大道63号	",武汉顶益食品有限公司,Unknown,Unknown
firm432,武汉市新洲汉施公路,武汉一冶钢结构有限公司,Unknown,Unknown
firm433,武汉市汉口解放大道634号新世界中心写字楼B座24/25楼,武汉猫人服饰股份有限公司,Unknown,Unknown
firm434,东湖新技术开发区民族大道玉龙岛花园语林山庄内,武汉凯迪控股投资有限公司,能源及环保,市发改委
firm435,武汉市经济技术开发区沌口街,武汉晨鸣汉阳纸业股份有限公司,消费品及其它,市科技局
firm436,常青路296号,武汉统一企业食品有限公司,食品烟草,市农业局
firm437,武汉市金北一路,华润雪花啤酒（武汉）有限公司,食品烟草,市农业局
firm438,"田园路999号	",中国石化集团武汉石油化工厂,石油化工,市环保局
firm439,"古田工农路10号	",武汉有机实业股份有限公司,石油化工,市环保局
firm440,湖北省武汉市洪山区鲁磨路369号,武汉人福高科技企业股份有限公司,Unknown,Unknown
firm441,"珠山湖大道63号	",武汉顶益食品有限公司,Unknown,Unknown
firm442,武汉市新洲汉施公路,武汉一冶钢结构有限公司,Unknown,Unknown
firm443,武汉市汉口解放大道634号新世界中心写字楼B座24/25楼,武汉猫人服饰股份有限公司,Unknown,Unknown
firm444,东湖新技术开发区民族大道玉龙岛花园语林山庄内,武汉凯迪控股投资有限公司,能源及环保,市发改委
firm445,武汉市经济技术开发区沌口街,武汉晨鸣汉阳纸业股份有限公司,消费品及其它,市科技局
firm446,常青路296号,武汉统一企业食品有限公司,食品烟草,市农业局
firm447,武汉市金北一路,华润雪花啤酒（武汉）有限公司,食品烟草,市农业局
firm448,"田园路999号	",中国石化集团武汉石油化工厂,石油化工,市环保局
firm449,"古田工农路10号	",武汉有机实业股份有限公司,石油化工,市环保局
firm450,湖北省武汉市洪山区鲁磨路369号,武汉人福高科技企业股份有限公司,Unknown,Unknown
firm451,"珠山湖大道63号	",武汉顶益食品有限公司,Unknown,Unknown
firm452,武汉市新洲汉施公路,武汉一冶钢结构有限公司,Unknown,Unknown
firm453,武汉市汉口解放大道634号新世界中心写字楼B座24/25楼,武汉猫人服饰股份有限公司,Unknown,Unknown
firm454,湖北省武汉市洪山区鲁磨路369号,武汉人福高科技企业股份有限公司,Unknown,Unknown
firm455,"珠山湖大道63号	",武汉顶益食品有限公司,Unknown,Unknown
firm456,武汉市新洲汉施公路,武汉一冶钢结构有限公司,Unknown,Unknown
firm457,武汉市汉口解放大道634号新世界中心写字楼B座24/25楼,武汉猫人服饰股份有限公司,Unknown,Unknown
firm458,东湖新技术开发区民族大道玉龙岛花园语林山庄内,武汉凯迪控股投资有限公司,能源及环保,市发改委
firm459,武汉市经济技术开发区沌口街,武汉晨鸣汉阳纸业股份有限公司,消费品及其它,市科技局
firm460,常青路296号,武汉统一企业食品有限公司,食品烟草,市农业局
firm461,武汉市金北一路,华润雪花啤酒（武汉）有限公司,食品烟草,市农业局
firm462,"田园路999号	",中国石化集团武汉石油化工厂,石油化工,市环保局
firm463,"古田工农路10号	",武汉有机实业股份有限公司,石油化工,市环保局
firm464,湖北省武汉市洪山区鲁磨路369号,武汉人福高科技企业股份有限公司,Unknown,Unknown
firm465,"珠山湖大道63号	",武汉顶益食品有限公司,Unknown,Unknown
firm466,武汉市新洲汉施公路,武汉一冶钢结构有限公司,Unknown,Unknown
firm467,武汉市汉口解放大道634号新世界中心写字楼B座24/25楼,武汉猫人服饰股份有限公司,Unknown,Unknown
firm468,东湖新技术开发区民族大道玉龙岛花园语林山庄内,武汉凯迪控股投资有限公司,能源及环保,市发改委
firm469,武汉市经济技术开发区沌口街,武汉晨鸣汉阳纸业股份有限公司,消费品及其它,市科技局
firm470,常青路296号,武汉统一企业食品有限公司,食品烟草,市农业局
firm471,武汉市金北一路,华润雪花啤酒（武汉）有限公司,食品烟草,市农业局
firm472,"田园路999号	",中国石化集团武汉石油化工厂,石油化工,市环保局
firm473,"古田工农路10号	",武汉有机实业股份有限公司,石油化工,市环保局
firm474,湖北省武汉市洪山区鲁磨路369号,武汉人福高科技企业股份有限公司,Unknown,Unknown
firm475,"珠山湖大道63号	",武汉顶益食品有限公司,Unknown,Unknown
firm476,武汉市新洲汉施公路,武汉一冶钢结构有限公司,Unknown,Unknown
firm477,武汉市汉口解放大道634号新世界中心写字楼B座24/25楼,武汉猫人服饰股份有限公司,Unknown,Unknown
firm478,东湖新技术开发区民族大道玉龙岛花园语林山庄内,武汉凯迪控股投资有限公司,能源及环保,市发改委
firm479,武汉市经济技术开发区沌口街,武汉晨鸣汉阳纸业股份有限公司,消费品及其它,市科技局
firm480,常青路296号,武汉统一企业食品有限公司,食品烟草,市农业局
firm481,武汉市金北一路,华润雪花啤酒（武汉）有限公司,食品烟草,市农业局
firm482,"田园路999号	",中国石化集团武汉石油化工厂,石油化工,市环保局
firm483,"古田工农路10号	",武汉有机实业股份有限公司,石油化工,市环保局
firm484,湖北省武汉市洪山区鲁磨路369号,武汉人福高科技企业股份有限公司,Unknown,Unknown
firm485,"珠山湖大道63号	",武汉顶益食品有限公司,Unknown,Unknown
firm486,武汉市新洲汉施公路,武汉一冶钢结构有限公司,Unknown,Unknown
firm487,武汉市汉口解放大道634号新世界中心写字楼B座24/25楼,武汉猫人服饰股份有限公司,Unknown,Unknown
firm488,东湖新技术开发区民族大道玉龙岛花园语林山庄内,武汉凯迪控股投资有限公司,能源及环保,市发改委
firm489,武汉市经济技术开发区沌口街,武汉晨鸣汉阳纸业股份有限公司,消费品及其它,市科技局
firm490,常青路296号,武汉统一企业食品有限公司,食品烟草,市农业局
firm491,武汉市金北一路,华润雪花啤酒（武汉）有限公司,食品烟草,市农业局
firm492,高新四路18,武汉新芯集成电路制造有限公司,电子信息,市发改委
firm493,湖北省武汉市江夏区流芳园横路8号,武汉天马微电子有限公司,电子信息,市发改委
firm494,富五路,富士康（武汉）科技集团,电子信息,市发改委
firm495,湖北省武汉经济技术开发区沌口小区11号地,冠捷显示科技(武汉)有限公司,电子信息,市科技局
firm496,湖北武汉双汇食品有限公司附近,湖北武汉双汇食品有限公司,食品烟草,市农业局
firm497,湖北省武汉市江岸区金凰路1号,武汉金凰珠宝有限公司,消费品及其它,市商务局
firm498,"湖北省武汉市华中科技大学科技园华工园一路9号	",华工科技产业股份有限公司,电子信息,市财政局
firm499,"汉阳大道彭家岭368号(金色一路)	",武汉苏泊尔炊具有限公司,Unknown,Unknown
firm500,"江岸区黄浦大街258-260号	",武汉丝宝集团,Unknown,Unknown
firm501,"武汉市蔡甸区万家湖路	",湖北三环汉阳特种汽车制造公司,Unknown,Unknown
firm502,湖北省武汉市洪山区书城路26号武汉高德工业园,武汉高德红外技术有限公司,Unknown,Unknown
firm503,高新四路18,武汉新芯集成电路制造有限公司,电子信息,市发改委
firm504,湖北省武汉市江夏区流芳园横路8号,武汉天马微电子有限公司,电子信息,市发改委
firm505,富五路,富士康（武汉）科技集团,电子信息,市发改委
firm506,湖北省武汉经济技术开发区沌口小区11号地,冠捷显示科技(武汉)有限公司,电子信息,市科技局
firm507,湖北武汉双汇食品有限公司附近,湖北武汉双汇食品有限公司,食品烟草,市农业局
firm508,湖北省武汉市江岸区金凰路1号,武汉金凰珠宝有限公司,消费品及其它,市商务局
firm509,"湖北省武汉市华中科技大学科技园华工园一路9号	",华工科技产业股份有限公司,电子信息,市财政局
firm510,"汉阳大道彭家岭368号(金色一路)	",武汉苏泊尔炊具有限公司,Unknown,Unknown
firm511,"江岸区黄浦大街258-260号	",武汉丝宝集团,Unknown,Unknown
firm512,"武汉市蔡甸区万家湖路	",湖北三环汉阳特种汽车制造公司,Unknown,Unknown
firm513,湖北省武汉市洪山区书城路26号武汉高德工业园,武汉高德红外技术有限公司,Unknown,Unknown
firm514,高新四路18,武汉新芯集成电路制造有限公司,电子信息,市发改委
firm515,湖北省武汉市江夏区流芳园横路8号,武汉天马微电子有限公司,电子信息,市发改委
firm516,富五路,富士康（武汉）科技集团,电子信息,市发改委
firm517,湖北省武汉经济技术开发区沌口小区11号地,冠捷显示科技(武汉)有限公司,电子信息,市科技局
firm518,湖北武汉双汇食品有限公司附近,湖北武汉双汇食品有限公司,食品烟草,市农业局
firm519,湖北省武汉市江岸区金凰路1号,武汉金凰珠宝有限公司,消费品及其它,市商务局
firm520,"湖北省武汉市华中科技大学科技园华工园一路9号	",华工科技产业股份有限公司,电子信息,市财政局
firm521,"汉阳大道彭家岭368号(金色一路)	",武汉苏泊尔炊具有限公司,Unknown,Unknown
firm522,"江岸区黄浦大街258-260号	",武汉丝宝集团,Unknown,Unknown
firm523,"武汉市蔡甸区万家湖路	",湖北三环汉阳特种汽车制造公司,Unknown,Unknown
firm524,湖北省武汉市洪山区书城路26号武汉高德工业园,武汉高德红外技术有限公司,Unknown,Unknown
firm525,高新四路18,武汉新芯集成电路制造有限公司,电子信息,市发改委
firm526,湖北省武汉市江夏区流芳园横路8号,武汉天马微电子有限公司,电子信息,市发改委
firm527,富五路,富士康（武汉）科技集团,电子信息,市发改委
firm528,湖北省武汉经济技术开发区沌口小区11号地,冠捷显示科技(武汉)有限公司,电子信息,市科技局
firm529,湖北武汉双汇食品有限公司附近,湖北武汉双汇食品有限公司,食品烟草,市农业局
firm530,湖北省武汉市洪山区书城路26号武汉高德工业园,武汉高德红外技术有限公司,Unknown,Unknown
firm531,高新四路18,武汉新芯集成电路制造有限公司,电子信息,市发改委
firm532,湖北省武汉市江夏区流芳园横路8号,武汉天马微电子有限公司,电子信息,市发改委
firm533,富五路,富士康（武汉）科技集团,电子信息,市发改委
firm534,湖北省武汉经济技术开发区沌口小区11号地,冠捷显示科技(武汉)有限公司,电子信息,市科技局
firm535,湖北武汉双汇食品有限公司附近,湖北武汉双汇食品有限公司,食品烟草,市农业局
firm536,湖北省武汉市江岸区金凰路1号,武汉金凰珠宝有限公司,消费品及其它,市商务局
firm537,"湖北省武汉市华中科技大学科技园华工园一路9号	",华工科技产业股份有限公司,电子信息,市财政局
firm538,"汉阳大道彭家岭368号(金色一路)	",武汉苏泊尔炊具有限公司,Unknown,Unknown
firm539,"江岸区黄浦大街258-260号	",武汉丝宝集团,Unknown,Unknown
firm540,"武汉市蔡甸区万家湖路	",湖北三环汉阳特种汽车制造公司,Unknown,Unknown
firm541,湖北省武汉市洪山区书城路26号武汉高德工业园,武汉高德红外技术有限公司,Unknown,Unknown
firm542,高新四路18,武汉新芯集成电路制造有限公司,电子信息,市发改委
firm543,湖北省武汉市江夏区流芳园横路8号,武汉天马微电子有限公司,电子信息,市发改委
firm544,富五路,富士康（武汉）科技集团,电子信息,市发改委
firm545,湖北省武汉经济技术开发区沌口小区11号地,冠捷显示科技(武汉)有限公司,电子信息,市科技局
firm546,湖北武汉双汇食品有限公司附近,湖北武汉双汇食品有限公司,食品烟草,市农业局
firm547,湖北省武汉市江岸区金凰路1号,武汉金凰珠宝有限公司,消费品及其它,市商务局
firm548,"湖北省武汉市华中科技大学科技园华工园一路9号	",华工科技产业股份有限公司,电子信息,市财政局
firm549,"汉阳大道彭家岭368号(金色一路)	",武汉苏泊尔炊具有限公司,Unknown,Unknown
firm550,"江岸区黄浦大街258-260号	",武汉丝宝集团,Unknown,Unknown
firm551,"武汉市蔡甸区万家湖路	",湖北三环汉阳特种汽车制造公司,Unknown,Unknown
firm552,湖北省武汉市洪山区书城路26号武汉高德工业园,武汉高德红外技术有限公司,Unknown,Unknown
firm553,高新四路18,武汉新芯集成电路制造有限公司,电子信息,市发改委
firm554,湖北省武汉市江夏区流芳园横路8号,武汉天马微电子有限公司,电子信息,市发改委
firm555,富五路,富士康（武汉）科技集团,电子信息,市发改委
firm556,湖北省武汉经济技术开发区沌口小区11号地,冠捷显示科技(武汉)有限公司,电子信息,市科技局
firm557,湖北武汉双汇食品有限公司附近,湖北武汉双汇食品有限公司,食品烟草,市农业局
firm558,湖北省武汉市江岸区金凰路1号,武汉金凰珠宝有限公司,消费品及其它,市商务局
firm559,"湖北省武汉市华中科技大学科技园华工园一路9号	",华工科技产业股份有限公司,电子信息,市财政局
firm560,"汉阳大道彭家岭368号(金色一路)	",武汉苏泊尔炊具有限公司,Unknown,Unknown
firm561,"江岸区黄浦大街258-260号	",武汉丝宝集团,Unknown,Unknown
firm562,"武汉市蔡甸区万家湖路	",湖北三环汉阳特种汽车制造公司,Unknown,Unknown
firm563,湖北省武汉市洪山区书城路26号武汉高德工业园,武汉高德红外技术有限公司,Unknown,Unknown
firm564,高新四路18,武汉新芯集成电路制造有限公司,电子信息,市发改委
firm565,湖北省武汉市江夏区流芳园横路8号,武汉天马微电子有限公司,电子信息,市发改委
firm566,富五路,富士康（武汉）科技集团,电子信息,市发改委
firm567,湖北省武汉经济技术开发区沌口小区11号地,冠捷显示科技(武汉)有限公司,电子信息,市科技局
firm568,湖北武汉双汇食品有限公司附近,湖北武汉双汇食品有限公司,食品烟草,市农业局
firm569,湖北省武汉市江岸区金凰路1号,武汉金凰珠宝有限公司,消费品及其它,市商务局
firm570,"湖北省武汉市华中科技大学科技园华工园一路9号	",华工科技产业股份有限公司,电子信息,市财政局
firm571,"汉阳大道彭家岭368号(金色一路)	",武汉苏泊尔炊具有限公司,Unknown,Unknown
firm572,"江岸区黄浦大街258-260号	",武汉丝宝集团,Unknown,Unknown
firm573,"武汉市蔡甸区万家湖路	",湖北三环汉阳特种汽车制造公司,Unknown,Unknown
firm574,湖北省武汉市洪山区书城路26号武汉高德工业园,武汉高德红外技术有限公司,Unknown,Unknown
firm575,高新四路18,武汉新芯集成电路制造有限公司,电子信息,市发改委
firm576,湖北省武汉市江夏区流芳园横路8号,武汉天马微电子有限公司,电子信息,市发改委
firm577,富五路,富士康（武汉）科技集团,电子信息,市发改委
firm578,湖北省武汉经济技术开发区沌口小区11号地,冠捷显示科技(武汉)有限公司,电子信息,市科技局
firm579,湖北武汉双汇食品有限公司附近,湖北武汉双汇食品有限公司,食品烟草,市农业局
firm580,湖北省武汉市江岸区金凰路1号,武汉金凰珠宝有限公司,消费品及其它,市商务局
firm581,"湖北省武汉市华中科技大学科技园华工园一路9号	",华工科技产业股份有限公司,电子信息,市财政局
firm582,"汉阳大道彭家岭368号(金色一路)	",武汉苏泊尔炊具有限公司,Unknown,Unknown
firm583,"江岸区黄浦大街258-260号	",武汉丝宝集团,Unknown,Unknown
firm584,"武汉市蔡甸区万家湖路	",湖北三环汉阳特种汽车制造公司,Unknown,Unknown
firm585,湖北省武汉市洪山区书城路26号武汉高德工业园,武汉高德红外技术有限公司,Unknown,Unknown
firm586,高新四路18,武汉新芯集成电路制造有限公司,电子信息,市发改委
firm587,湖北省武汉市江夏区流芳园横路8号,武汉天马微电子有限公司,电子信息,市发改委
firm588,富五路,富士康（武汉）科技集团,电子信息,市发改委
firm589,湖北省武汉经济技术开发区沌口小区11号地,冠捷显示科技(武汉)有限公司,电子信息,市科技局
firm590,湖北武汉双汇食品有限公司附近,湖北武汉双汇食品有限公司,食品烟草,市农业局
firm591,湖北省武汉市江岸区金凰路1号,武汉金凰珠宝有限公司,消费品及其它,市商务局
firm592,"湖北省武汉市华中科技大学科技园华工园一路9号	",华工科技产业股份有限公司,电子信息,市财政局
firm593,"汉阳大道彭家岭368号(金色一路)	",武汉苏泊尔炊具有限公司,Unknown,Unknown
firm594,"江岸区黄浦大街258-260号	",武汉丝宝集团,Unknown,Unknown
firm595,"武汉市蔡甸区万家湖路	",湖北三环汉阳特种汽车制造公司,Unknown,Unknown
firm596,湖北省武汉市洪山区书城路26号武汉高德工业园,武汉高德红外技术有限公司,Unknown,Unknown
firm597,高新四路18,武汉新芯集成电路制造有限公司,电子信息,市发改委
firm598,湖北省武汉市江夏区流芳园横路8号,武汉天马微电子有限公司,电子信息,市发改委
firm599,富五路,富士康（武汉）科技集团,电子信息,市发改委
firm600,湖北省武汉经济技术开发区沌口小区11号地,冠捷显示科技(武汉)有限公司,电子信息,市科技局
firm601,湖北武汉双汇食品有限公司附近,湖北武汉双汇食品有限公司,食品烟草,市农业局
firm602,湖北省武汉市江岸区金凰路1号,武汉金凰珠宝有限公司,消费品及其它,市商务局
firm603,"湖北省武汉市华中科技大学科技园华工园一路9号	",华工科技产业股份有限公司,电子信息,市财政局
firm604,"汉阳大道彭家岭368号(金色一路)	",武汉苏泊尔炊具有限公司,Unknown,Unknown
firm605,"江岸区黄浦大街258-260号	",武汉丝宝集团,Unknown,Unknown
firm606,"武汉市蔡甸区万家湖路	",湖北三环汉阳特种汽车制造公司,Unknown,Unknown
firm607,湖北省武汉市洪山区书城路26号武汉高德工业园,武汉高德红外技术有限公司,Unknown,Unknown
firm608,高新四路18,武汉新芯集成电路制造有限公司,电子信息,市发改委
firm609,湖北省武汉市江夏区流芳园横路8号,武汉天马微电子有限公司,电子信息,市发改委
firm610,富五路,富士康（武汉）科技集团,电子信息,市发改委
firm611,湖北省武汉经济技术开发区沌口小区11号地,冠捷显示科技(武汉)有限公司,电子信息,市科技局
firm612,湖北武汉双汇食品有限公司附近,湖北武汉双汇食品有限公司,食品烟草,市农业局
firm613,湖北省武汉市江岸区金凰路1号,武汉金凰珠宝有限公司,消费品及其它,市商务局
firm614,"湖北省武汉市华中科技大学科技园华工园一路9号	",华工科技产业股份有限公司,电子信息,市财政局
firm615,"汉阳大道彭家岭368号(金色一路)	",武汉苏泊尔炊具有限公司,Unknown,Unknown
firm616,"江岸区黄浦大街258-260号	",武汉丝宝集团,Unknown,Unknown
firm617,"武汉市蔡甸区万家湖路	",湖北三环汉阳特种汽车制造公司,Unknown,Unknown
firm618,湖北省武汉市洪山区书城路26号武汉高德工业园,武汉高德红外技术有限公司,Unknown,Unknown
firm619,湖北省武汉市江岸区金凰路1号,武汉金凰珠宝有限公司,消费品及其它,市商务局
firm620,"湖北省武汉市华中科技大学科技园华工园一路9号	",华工科技产业股份有限公司,电子信息,市财政局
firm621,"汉阳大道彭家岭368号(金色一路)	",武汉苏泊尔炊具有限公司,Unknown,Unknown
firm622,"江岸区黄浦大街258-260号	",武汉丝宝集团,Unknown,Unknown
firm623,"武汉市蔡甸区万家湖路	",湖北三环汉阳特种汽车制造公司,Unknown,Unknown
firm624,湖北省武汉市洪山区书城路26号武汉高德工业园,武汉高德红外技术有限公司,Unknown,Unknown
firm625,高新四路18,武汉新芯集成电路制造有限公司,电子信息,市发改委
firm626,湖北省武汉市江夏区流芳园横路8号,武汉天马微电子有限公司,电子信息,市发改委
firm627,富五路,富士康（武汉）科技集团,电子信息,市发改委
firm628,湖北省武汉经济技术开发区沌口小区11号地,冠捷显示科技(武汉)有限公司,电子信息,市科技局
firm629,湖北武汉双汇食品有限公司附近,湖北武汉双汇食品有限公司,食品烟草,市农业局
firm630,湖北省武汉市江岸区金凰路1号,武汉金凰珠宝有限公司,消费品及其它,市商务局
firm631,"湖北省武汉市华中科技大学科技园华工园一路9号	",华工科技产业股份有限公司,电子信息,市财政局
