id,编号,对口联系领导,地址,联系方式,联系人,名称,所属行业,X坐标,Y坐标,责任部门,gov,gov_id
firm254,641F59AA235E4D2189E5A8B0A2E4E247,,"中山路496号	",,,武汉市合中生化制造有限公司,,114.3154752,30.53218128,,,
firm255,8C88274FE325433BBCCEE2C45560417C,,"东湖新技术开发区大学园路33号	",,,中冶南方工程技术有限公司,,114.3649124,30.57518675,,,
firm256,8D1D63EFF4AA4015B214D5DABC43FAE7,尹维真,湖北省武汉市汉阳大道36号,,,中国中铁大桥局集团有限公司,建设施工,114.2733995,30.55016963,市建委,武汉市城乡建设局,gov39
firm257,9B58F245D823444E99E40297EF58EEAB,尹维真,江夏区江夏区复江道体育馆西侧(熊廷弼路体育馆附近,,,武汉建工（集团）有限公司,建设施工,114.3096385,30.5754161,市建委,武汉市城乡建设局,gov39
firm258,710CBD8F45A34AB9AC464B9EABF85DF6,尹维真,"湖北省武汉市硚口区沿河大道358号	",,,武汉市天然气有限公司,能源及环保,114.2331608,30.57292494,市建委,武汉市城乡建设局,gov39
firm259,E2B87082A5A04E7384C4E343380E64F6,邵为民,湖北省武汉市阳逻经济开发区,,,武汉华能发电有限责任公司,能源及环保,114.566432,30.65709206,市环保局,武汉市生态环境局,gov12
firm260,92C88AC861A745588EC9F449BA6FA04E,,"沌口路附近	",,,武桥重工集团股份有限公司,,114.2169595,30.47376142,,,
firm261,641F59AA235E4D2189E5A8B0A2E4E247,,"中山路496号	",,,武汉市合中生化制造有限公司,,114.3154752,30.53218128,,,
firm262,8C88274FE325433BBCCEE2C45560417C,,"东湖新技术开发区大学园路33号	",,,中冶南方工程技术有限公司,,114.3649124,30.57518675,,,
firm263,8D1D63EFF4AA4015B214D5DABC43FAE7,尹维真,湖北省武汉市汉阳大道36号,,,中国中铁大桥局集团有限公司,建设施工,114.2733995,30.55016963,市建委,武汉市城乡建设局,gov39
firm264,9B58F245D823444E99E40297EF58EEAB,尹维真,江夏区江夏区复江道体育馆西侧(熊廷弼路体育馆附近,,,武汉建工（集团）有限公司,建设施工,114.3096385,30.5754161,市建委,武汉市城乡建设局,gov39
firm265,710CBD8F45A34AB9AC464B9EABF85DF6,尹维真,"湖北省武汉市硚口区沿河大道358号	",,,武汉市天然气有限公司,能源及环保,114.2331608,30.57292494,市建委,武汉市城乡建设局,gov39
firm266,E2B87082A5A04E7384C4E343380E64F6,邵为民,湖北省武汉市阳逻经济开发区,,,武汉华能发电有限责任公司,能源及环保,114.566432,30.65709206,市环保局,武汉市生态环境局,gov12
firm267,92C88AC861A745588EC9F449BA6FA04E,,"沌口路附近	",,,武桥重工集团股份有限公司,,114.2169595,30.47376142,,,
firm268,641F59AA235E4D2189E5A8B0A2E4E247,,"中山路496号	",,,武汉市合中生化制造有限公司,,114.3154752,30.53218128,,,
firm269,710CBD8F45A34AB9AC464B9EABF85DF6,尹维真,"湖北省武汉市硚口区沿河大道358号	",,,武汉市天然气有限公司,能源及环保,114.2331608,30.57292494,市建委,武汉市城乡建设局,gov39
firm270,E2B87082A5A04E7384C4E343380E64F6,邵为民,湖北省武汉市阳逻经济开发区,,,武汉华能发电有限责任公司,能源及环保,114.566432,30.65709206,市环保局,武汉市生态环境局,gov12
firm271,92C88AC861A745588EC9F449BA6FA04E,,"沌口路附近	",,,武桥重工集团股份有限公司,,114.2169595,30.47376142,,,
firm272,641F59AA235E4D2189E5A8B0A2E4E247,,"中山路496号	",,,武汉市合中生化制造有限公司,,114.3154752,30.53218128,,,
firm273,8C88274FE325433BBCCEE2C45560417C,,"东湖新技术开发区大学园路33号	",,,中冶南方工程技术有限公司,,114.3649124,30.57518675,,,
firm274,8D1D63EFF4AA4015B214D5DABC43FAE7,尹维真,湖北省武汉市汉阳大道36号,,,中国中铁大桥局集团有限公司,建设施工,114.2733995,30.55016963,市建委,武汉市城乡建设局,gov39
firm275,9B58F245D823444E99E40297EF58EEAB,尹维真,江夏区江夏区复江道体育馆西侧(熊廷弼路体育馆附近,,,武汉建工（集团）有限公司,建设施工,114.3096385,30.5754161,市建委,武汉市城乡建设局,gov39
firm276,710CBD8F45A34AB9AC464B9EABF85DF6,尹维真,"湖北省武汉市硚口区沿河大道358号	",,,武汉市天然气有限公司,能源及环保,114.2331608,30.57292494,市建委,武汉市城乡建设局,gov39
firm277,E2B87082A5A04E7384C4E343380E64F6,邵为民,湖北省武汉市阳逻经济开发区,,,武汉华能发电有限责任公司,能源及环保,114.566432,30.65709206,市环保局,武汉市生态环境局,gov12
firm278,92C88AC861A745588EC9F449BA6FA04E,,"沌口路附近	",,,武桥重工集团股份有限公司,,114.2169595,30.47376142,,,
firm279,641F59AA235E4D2189E5A8B0A2E4E247,,"中山路496号	",,,武汉市合中生化制造有限公司,,114.3154752,30.53218128,,,
firm280,8C88274FE325433BBCCEE2C45560417C,,"东湖新技术开发区大学园路33号	",,,中冶南方工程技术有限公司,,114.3649124,30.57518675,,,
firm281,8D1D63EFF4AA4015B214D5DABC43FAE7,尹维真,湖北省武汉市汉阳大道36号,,,中国中铁大桥局集团有限公司,建设施工,114.2733995,30.55016963,市建委,武汉市城乡建设局,gov39
firm282,9B58F245D823444E99E40297EF58EEAB,尹维真,江夏区江夏区复江道体育馆西侧(熊廷弼路体育馆附近,,,武汉建工（集团）有限公司,建设施工,114.3096385,30.5754161,市建委,武汉市城乡建设局,gov39
firm283,710CBD8F45A34AB9AC464B9EABF85DF6,尹维真,"湖北省武汉市硚口区沿河大道358号	",,,武汉市天然气有限公司,能源及环保,114.2331608,30.57292494,市建委,武汉市城乡建设局,gov39
firm284,E2B87082A5A04E7384C4E343380E64F6,邵为民,湖北省武汉市阳逻经济开发区,,,武汉华能发电有限责任公司,能源及环保,114.566432,30.65709206,市环保局,武汉市生态环境局,gov12
firm285,92C88AC861A745588EC9F449BA6FA04E,,"沌口路附近	",,,武桥重工集团股份有限公司,,114.2169595,30.47376142,,,
firm286,641F59AA235E4D2189E5A8B0A2E4E247,,"中山路496号	",,,武汉市合中生化制造有限公司,,114.3154752,30.53218128,,,
firm287,8C88274FE325433BBCCEE2C45560417C,,"东湖新技术开发区大学园路33号	",,,中冶南方工程技术有限公司,,114.3649124,30.57518675,,,
firm288,8D1D63EFF4AA4015B214D5DABC43FAE7,尹维真,湖北省武汉市汉阳大道36号,,,中国中铁大桥局集团有限公司,建设施工,114.2733995,30.55016963,市建委,武汉市城乡建设局,gov39
firm289,9B58F245D823444E99E40297EF58EEAB,尹维真,江夏区江夏区复江道体育馆西侧(熊廷弼路体育馆附近,,,武汉建工（集团）有限公司,建设施工,114.3096385,30.5754161,市建委,武汉市城乡建设局,gov39
firm290,710CBD8F45A34AB9AC464B9EABF85DF6,尹维真,"湖北省武汉市硚口区沿河大道358号	",,,武汉市天然气有限公司,能源及环保,114.2331608,30.57292494,市建委,武汉市城乡建设局,gov39
firm291,E2B87082A5A04E7384C4E343380E64F6,邵为民,湖北省武汉市阳逻经济开发区,,,武汉华能发电有限责任公司,能源及环保,114.566432,30.65709206,市环保局,武汉市生态环境局,gov12
firm292,92C88AC861A745588EC9F449BA6FA04E,,"沌口路附近	",,,武桥重工集团股份有限公司,,114.2169595,30.47376142,,,
firm293,641F59AA235E4D2189E5A8B0A2E4E247,,"中山路496号	",,,武汉市合中生化制造有限公司,,114.3154752,30.53218128,,,
firm294,8C88274FE325433BBCCEE2C45560417C,,"东湖新技术开发区大学园路33号	",,,中冶南方工程技术有限公司,,114.3649124,30.57518675,,,
firm295,8D1D63EFF4AA4015B214D5DABC43FAE7,尹维真,湖北省武汉市汉阳大道36号,,,中国中铁大桥局集团有限公司,建设施工,114.2733995,30.55016963,市建委,武汉市城乡建设局,gov39
firm296,9B58F245D823444E99E40297EF58EEAB,尹维真,江夏区江夏区复江道体育馆西侧(熊廷弼路体育馆附近,,,武汉建工（集团）有限公司,建设施工,114.3096385,30.5754161,市建委,武汉市城乡建设局,gov39
firm297,710CBD8F45A34AB9AC464B9EABF85DF6,尹维真,"湖北省武汉市硚口区沿河大道358号	",,,武汉市天然气有限公司,能源及环保,114.2331608,30.57292494,市建委,武汉市城乡建设局,gov39
firm298,E2B87082A5A04E7384C4E343380E64F6,邵为民,湖北省武汉市阳逻经济开发区,,,武汉华能发电有限责任公司,能源及环保,114.566432,30.65709206,市环保局,武汉市生态环境局,gov12
firm299,92C88AC861A745588EC9F449BA6FA04E,,"沌口路附近	",,,武桥重工集团股份有限公司,,114.2169595,30.47376142,,,
firm300,641F59AA235E4D2189E5A8B0A2E4E247,,"中山路496号	",,,武汉市合中生化制造有限公司,,114.3154752,30.53218128,,,
firm301,8C88274FE325433BBCCEE2C45560417C,,"东湖新技术开发区大学园路33号	",,,中冶南方工程技术有限公司,,114.3649124,30.57518675,,,
firm302,8C88274FE325433BBCCEE2C45560417C,,"东湖新技术开发区大学园路33号	",,,中冶南方工程技术有限公司,,114.3649124,30.57518675,,,
firm303,8D1D63EFF4AA4015B214D5DABC43FAE7,尹维真,湖北省武汉市汉阳大道36号,,,中国中铁大桥局集团有限公司,建设施工,114.2733995,30.55016963,市建委,武汉市城乡建设局,gov39
firm304,9B58F245D823444E99E40297EF58EEAB,尹维真,江夏区江夏区复江道体育馆西侧(熊廷弼路体育馆附近,,,武汉建工（集团）有限公司,建设施工,114.3096385,30.5754161,市建委,武汉市城乡建设局,gov39
firm305,710CBD8F45A34AB9AC464B9EABF85DF6,尹维真,"湖北省武汉市硚口区沿河大道358号	",,,武汉市天然气有限公司,能源及环保,114.2331608,30.57292494,市建委,武汉市城乡建设局,gov39
firm306,E2B87082A5A04E7384C4E343380E64F6,邵为民,湖北省武汉市阳逻经济开发区,,,武汉华能发电有限责任公司,能源及环保,114.566432,30.65709206,市环保局,武汉市生态环境局,gov12
firm307,92C88AC861A745588EC9F449BA6FA04E,,"沌口路附近	",,,武桥重工集团股份有限公司,,114.2169595,30.47376142,,,
firm308,641F59AA235E4D2189E5A8B0A2E4E247,,"中山路496号	",,,武汉市合中生化制造有限公司,,114.3154752,30.53218128,,,
firm309,8C88274FE325433BBCCEE2C45560417C,,"东湖新技术开发区大学园路33号	",,,中冶南方工程技术有限公司,,114.3649124,30.57518675,,,
firm310,8D1D63EFF4AA4015B214D5DABC43FAE7,尹维真,湖北省武汉市汉阳大道36号,,,中国中铁大桥局集团有限公司,建设施工,114.2733995,30.55016963,市建委,武汉市城乡建设局,gov39
firm311,9B58F245D823444E99E40297EF58EEAB,尹维真,江夏区江夏区复江道体育馆西侧(熊廷弼路体育馆附近,,,武汉建工（集团）有限公司,建设施工,114.3096385,30.5754161,市建委,武汉市城乡建设局,gov39
firm312,710CBD8F45A34AB9AC464B9EABF85DF6,尹维真,"湖北省武汉市硚口区沿河大道358号	",,,武汉市天然气有限公司,能源及环保,114.2331608,30.57292494,市建委,武汉市城乡建设局,gov39
firm313,E2B87082A5A04E7384C4E343380E64F6,邵为民,湖北省武汉市阳逻经济开发区,,,武汉华能发电有限责任公司,能源及环保,114.566432,30.65709206,市环保局,武汉市生态环境局,gov12
firm314,92C88AC861A745588EC9F449BA6FA04E,,"沌口路附近	",,,武桥重工集团股份有限公司,,114.2169595,30.47376142,,,
firm315,641F59AA235E4D2189E5A8B0A2E4E247,,"中山路496号	",,,武汉市合中生化制造有限公司,,114.3154752,30.53218128,,,
firm316,8C88274FE325433BBCCEE2C45560417C,,"东湖新技术开发区大学园路33号	",,,中冶南方工程技术有限公司,,114.3649124,30.57518675,,,
firm317,8D1D63EFF4AA4015B214D5DABC43FAE7,尹维真,湖北省武汉市汉阳大道36号,,,中国中铁大桥局集团有限公司,建设施工,114.2733995,30.55016963,市建委,武汉市城乡建设局,gov39
firm318,9B58F245D823444E99E40297EF58EEAB,尹维真,江夏区江夏区复江道体育馆西侧(熊廷弼路体育馆附近,,,武汉建工（集团）有限公司,建设施工,114.3096385,30.5754161,市建委,武汉市城乡建设局,gov39
firm319,710CBD8F45A34AB9AC464B9EABF85DF6,尹维真,"湖北省武汉市硚口区沿河大道358号	",,,武汉市天然气有限公司,能源及环保,114.2331608,30.57292494,市建委,武汉市城乡建设局,gov39
firm320,E2B87082A5A04E7384C4E343380E64F6,邵为民,湖北省武汉市阳逻经济开发区,,,武汉华能发电有限责任公司,能源及环保,114.566432,30.65709206,市环保局,武汉市生态环境局,gov12
firm321,92C88AC861A745588EC9F449BA6FA04E,,"沌口路附近	",,,武桥重工集团股份有限公司,,114.2169595,30.47376142,,,
firm322,641F59AA235E4D2189E5A8B0A2E4E247,,"中山路496号	",,,武汉市合中生化制造有限公司,,114.3154752,30.53218128,,,
firm323,8C88274FE325433BBCCEE2C45560417C,,"东湖新技术开发区大学园路33号	",,,中冶南方工程技术有限公司,,114.3649124,30.57518675,,,
firm324,8D1D63EFF4AA4015B214D5DABC43FAE7,尹维真,湖北省武汉市汉阳大道36号,,,中国中铁大桥局集团有限公司,建设施工,114.2733995,30.55016963,市建委,武汉市城乡建设局,gov39
firm325,9B58F245D823444E99E40297EF58EEAB,尹维真,江夏区江夏区复江道体育馆西侧(熊廷弼路体育馆附近,,,武汉建工（集团）有限公司,建设施工,114.3096385,30.5754161,市建委,武汉市城乡建设局,gov39
firm326,710CBD8F45A34AB9AC464B9EABF85DF6,尹维真,"湖北省武汉市硚口区沿河大道358号	",,,武汉市天然气有限公司,能源及环保,114.2331608,30.57292494,市建委,武汉市城乡建设局,gov39
firm327,E2B87082A5A04E7384C4E343380E64F6,邵为民,湖北省武汉市阳逻经济开发区,,,武汉华能发电有限责任公司,能源及环保,114.566432,30.65709206,市环保局,武汉市生态环境局,gov12
firm328,92C88AC861A745588EC9F449BA6FA04E,,"沌口路附近	",,,武桥重工集团股份有限公司,,114.2169595,30.47376142,,,
firm329,641F59AA235E4D2189E5A8B0A2E4E247,,"中山路496号	",,,武汉市合中生化制造有限公司,,114.3154752,30.53218128,,,
firm330,8C88274FE325433BBCCEE2C45560417C,,"东湖新技术开发区大学园路33号	",,,中冶南方工程技术有限公司,,114.3649124,30.57518675,,,
firm331,8D1D63EFF4AA4015B214D5DABC43FAE7,尹维真,湖北省武汉市汉阳大道36号,,,中国中铁大桥局集团有限公司,建设施工,114.2733995,30.55016963,市建委,武汉市城乡建设局,gov39
firm332,9B58F245D823444E99E40297EF58EEAB,尹维真,江夏区江夏区复江道体育馆西侧(熊廷弼路体育馆附近,,,武汉建工（集团）有限公司,建设施工,114.3096385,30.5754161,市建委,武汉市城乡建设局,gov39
firm333,710CBD8F45A34AB9AC464B9EABF85DF6,尹维真,"湖北省武汉市硚口区沿河大道358号	",,,武汉市天然气有限公司,能源及环保,114.2331608,30.57292494,市建委,武汉市城乡建设局,gov39
firm334,E2B87082A5A04E7384C4E343380E64F6,邵为民,湖北省武汉市阳逻经济开发区,,,武汉华能发电有限责任公司,能源及环保,114.566432,30.65709206,市环保局,武汉市生态环境局,gov12
firm335,92C88AC861A745588EC9F449BA6FA04E,,"沌口路附近	",,,武桥重工集团股份有限公司,,114.2169595,30.47376142,,,
firm336,641F59AA235E4D2189E5A8B0A2E4E247,,"中山路496号	",,,武汉市合中生化制造有限公司,,114.3154752,30.53218128,,,
firm337,8C88274FE325433BBCCEE2C45560417C,,"东湖新技术开发区大学园路33号	",,,中冶南方工程技术有限公司,,114.3649124,30.57518675,,,
firm338,8D1D63EFF4AA4015B214D5DABC43FAE7,尹维真,湖北省武汉市汉阳大道36号,,,中国中铁大桥局集团有限公司,建设施工,114.2733995,30.55016963,市建委,武汉市城乡建设局,gov39
firm339,9B58F245D823444E99E40297EF58EEAB,尹维真,江夏区江夏区复江道体育馆西侧(熊廷弼路体育馆附近,,,武汉建工（集团）有限公司,建设施工,114.3096385,30.5754161,市建委,武汉市城乡建设局,gov39
firm340,2071D3996B024CC2A7B54A5C741E9A7E,阮成发,沌口经济技术开发区东风大道特1号,,,东风汽车公司,汽车及零部件,114.16428,30.50177893,政府办公厅、市经委,,
firm341,2071D3996B024CC2A7B54A5C741E9A7E,阮成发,沌口经济技术开发区东风大道特1号,,,东风汽车公司,汽车及零部件,114.16428,30.50177893,政府办公厅、市经委,,
firm342,6F4EBCE2DFBE4455979C4104067B9DD2,袁善腊,东湖新技术开发区民族大道玉龙岛花园语林山庄内,,,武汉凯迪控股投资有限公司,能源及环保,114.3782149,30.43986878,市发改委,武汉市发展和改革委员会,gov10
firm343,58BE550BEBD8444CADCDCE89E93E273A,邵为民,武汉市经济技术开发区沌口街,,,武汉晨鸣汉阳纸业股份有限公司,消费品及其它,114.1891428,30.48763841,市科技局,武汉市科学技术局,gov7
firm344,C9F74E251A7245AEA4B2C736EB0BCF57,张学忙,常青路296号,,,武汉统一企业食品有限公司,食品烟草,114.2493503,30.6110944,市农业局,武汉市农业农村局,gov27
firm345,095B29C68BC34B0CA60EEDCC66E7E48E,张学忙,武汉市金北一路,,,华润雪花啤酒（武汉）有限公司,食品烟草,114.1590195,30.65033899,市农业局,武汉市农业农村局,gov27
firm346,8F6FB47E40834DA694F114EDDD2773B3,邵为民,"田园路999号	",,,中国石化集团武汉石油化工厂,石油化工,114.4339002,30.65482991,市环保局,武汉市生态环境局,gov12
firm347,C4B5E2CF15C841DA8374A2337707808D,邵为民,"古田工农路10号	",,,武汉有机实业股份有限公司,石油化工,114.1769794,30.60724418,市环保局,武汉市生态环境局,gov12
firm348,187184EA88004104BAB08B298AD68DA5,,湖北省武汉市洪山区鲁磨路369号,,,武汉人福高科技企业股份有限公司,,114.4001834,30.51461264,,,
firm349,3FF97B2E4A7047B8BD0CD2FE35AEE27F,,"珠山湖大道63号	",,,武汉顶益食品有限公司,,114.1598906,30.47814065,,,
firm350,F6EECC9697EC42279819920989728AA9,,武汉市新洲汉施公路,,,武汉一冶钢结构有限公司,,114.5754593,30.70203433,,,
firm351,E97E27E00014460D9F60D1535D05E260,,武汉市汉口解放大道634号新世界中心写字楼B座24/25楼,,,武汉猫人服饰股份有限公司,,114.2667589,30.57896606,,,
firm352,6F4EBCE2DFBE4455979C4104067B9DD2,袁善腊,东湖新技术开发区民族大道玉龙岛花园语林山庄内,,,武汉凯迪控股投资有限公司,能源及环保,114.3782149,30.43986878,市发改委,武汉市发展和改革委员会,gov10
firm353,58BE550BEBD8444CADCDCE89E93E273A,邵为民,武汉市经济技术开发区沌口街,,,武汉晨鸣汉阳纸业股份有限公司,消费品及其它,114.1891428,30.48763841,市科技局,武汉市科学技术局,gov7
firm354,C9F74E251A7245AEA4B2C736EB0BCF57,张学忙,常青路296号,,,武汉统一企业食品有限公司,食品烟草,114.2493503,30.6110944,市农业局,武汉市农业农村局,gov27
firm355,095B29C68BC34B0CA60EEDCC66E7E48E,张学忙,武汉市金北一路,,,华润雪花啤酒（武汉）有限公司,食品烟草,114.1590195,30.65033899,市农业局,武汉市农业农村局,gov27
firm356,8F6FB47E40834DA694F114EDDD2773B3,邵为民,"田园路999号	",,,中国石化集团武汉石油化工厂,石油化工,114.4339002,30.65482991,市环保局,武汉市生态环境局,gov12
firm357,C4B5E2CF15C841DA8374A2337707808D,邵为民,"古田工农路10号	",,,武汉有机实业股份有限公司,石油化工,114.1769794,30.60724418,市环保局,武汉市生态环境局,gov12
firm358,187184EA88004104BAB08B298AD68DA5,,湖北省武汉市洪山区鲁磨路369号,,,武汉人福高科技企业股份有限公司,,114.4001834,30.51461264,,,
firm359,3FF97B2E4A7047B8BD0CD2FE35AEE27F,,"珠山湖大道63号	",,,武汉顶益食品有限公司,,114.1598906,30.47814065,,,
firm360,F6EECC9697EC42279819920989728AA9,,武汉市新洲汉施公路,,,武汉一冶钢结构有限公司,,114.5754593,30.70203433,,,
firm361,E97E27E00014460D9F60D1535D05E260,,武汉市汉口解放大道634号新世界中心写字楼B座24/25楼,,,武汉猫人服饰股份有限公司,,114.2667589,30.57896606,,,
firm362,6F4EBCE2DFBE4455979C4104067B9DD2,袁善腊,东湖新技术开发区民族大道玉龙岛花园语林山庄内,,,武汉凯迪控股投资有限公司,能源及环保,114.3782149,30.43986878,市发改委,武汉市发展和改革委员会,gov10
firm363,58BE550BEBD8444CADCDCE89E93E273A,邵为民,武汉市经济技术开发区沌口街,,,武汉晨鸣汉阳纸业股份有限公司,消费品及其它,114.1891428,30.48763841,市科技局,武汉市科学技术局,gov7
firm364,C9F74E251A7245AEA4B2C736EB0BCF57,张学忙,常青路296号,,,武汉统一企业食品有限公司,食品烟草,114.2493503,30.6110944,市农业局,武汉市农业农村局,gov27
firm365,095B29C68BC34B0CA60EEDCC66E7E48E,张学忙,武汉市金北一路,,,华润雪花啤酒（武汉）有限公司,食品烟草,114.1590195,30.65033899,市农业局,武汉市农业农村局,gov27
firm366,8F6FB47E40834DA694F114EDDD2773B3,邵为民,"田园路999号	",,,中国石化集团武汉石油化工厂,石油化工,114.4339002,30.65482991,市环保局,武汉市生态环境局,gov12
firm367,C4B5E2CF15C841DA8374A2337707808D,邵为民,"古田工农路10号	",,,武汉有机实业股份有限公司,石油化工,114.1769794,30.60724418,市环保局,武汉市生态环境局,gov12
firm368,187184EA88004104BAB08B298AD68DA5,,湖北省武汉市洪山区鲁磨路369号,,,武汉人福高科技企业股份有限公司,,114.4001834,30.51461264,,,
firm369,3FF97B2E4A7047B8BD0CD2FE35AEE27F,,"珠山湖大道63号	",,,武汉顶益食品有限公司,,114.1598906,30.47814065,,,
firm370,F6EECC9697EC42279819920989728AA9,,武汉市新洲汉施公路,,,武汉一冶钢结构有限公司,,114.5754593,30.70203433,,,
firm371,E97E27E00014460D9F60D1535D05E260,,武汉市汉口解放大道634号新世界中心写字楼B座24/25楼,,,武汉猫人服饰股份有限公司,,114.2667589,30.57896606,,,
firm372,6F4EBCE2DFBE4455979C4104067B9DD2,袁善腊,东湖新技术开发区民族大道玉龙岛花园语林山庄内,,,武汉凯迪控股投资有限公司,能源及环保,114.3782149,30.43986878,市发改委,武汉市发展和改革委员会,gov10
firm373,58BE550BEBD8444CADCDCE89E93E273A,邵为民,武汉市经济技术开发区沌口街,,,武汉晨鸣汉阳纸业股份有限公司,消费品及其它,114.1891428,30.48763841,市科技局,武汉市科学技术局,gov7
firm374,C9F74E251A7245AEA4B2C736EB0BCF57,张学忙,常青路296号,,,武汉统一企业食品有限公司,食品烟草,114.2493503,30.6110944,市农业局,武汉市农业农村局,gov27
firm375,095B29C68BC34B0CA60EEDCC66E7E48E,张学忙,武汉市金北一路,,,华润雪花啤酒（武汉）有限公司,食品烟草,114.1590195,30.65033899,市农业局,武汉市农业农村局,gov27
firm376,8F6FB47E40834DA694F114EDDD2773B3,邵为民,"田园路999号	",,,中国石化集团武汉石油化工厂,石油化工,114.4339002,30.65482991,市环保局,武汉市生态环境局,gov12
firm377,C4B5E2CF15C841DA8374A2337707808D,邵为民,"古田工农路10号	",,,武汉有机实业股份有限公司,石油化工,114.1769794,30.60724418,市环保局,武汉市生态环境局,gov12
firm378,8F6FB47E40834DA694F114EDDD2773B3,邵为民,"田园路999号	",,,中国石化集团武汉石油化工厂,石油化工,114.4339002,30.65482991,市环保局,武汉市生态环境局,gov12
firm379,C4B5E2CF15C841DA8374A2337707808D,邵为民,"古田工农路10号	",,,武汉有机实业股份有限公司,石油化工,114.1769794,30.60724418,市环保局,武汉市生态环境局,gov12
firm380,187184EA88004104BAB08B298AD68DA5,,湖北省武汉市洪山区鲁磨路369号,,,武汉人福高科技企业股份有限公司,,114.4001834,30.51461264,,,
firm381,3FF97B2E4A7047B8BD0CD2FE35AEE27F,,"珠山湖大道63号	",,,武汉顶益食品有限公司,,114.1598906,30.47814065,,,
firm382,F6EECC9697EC42279819920989728AA9,,武汉市新洲汉施公路,,,武汉一冶钢结构有限公司,,114.5754593,30.70203433,,,
firm383,E97E27E00014460D9F60D1535D05E260,,武汉市汉口解放大道634号新世界中心写字楼B座24/25楼,,,武汉猫人服饰股份有限公司,,114.2667589,30.57896606,,,
firm384,6F4EBCE2DFBE4455979C4104067B9DD2,袁善腊,东湖新技术开发区民族大道玉龙岛花园语林山庄内,,,武汉凯迪控股投资有限公司,能源及环保,114.3782149,30.43986878,市发改委,武汉市发展和改革委员会,gov10
firm385,58BE550BEBD8444CADCDCE89E93E273A,邵为民,武汉市经济技术开发区沌口街,,,武汉晨鸣汉阳纸业股份有限公司,消费品及其它,114.1891428,30.48763841,市科技局,武汉市科学技术局,gov7
firm386,C9F74E251A7245AEA4B2C736EB0BCF57,张学忙,常青路296号,,,武汉统一企业食品有限公司,食品烟草,114.2493503,30.6110944,市农业局,武汉市农业农村局,gov27
firm387,095B29C68BC34B0CA60EEDCC66E7E48E,张学忙,武汉市金北一路,,,华润雪花啤酒（武汉）有限公司,食品烟草,114.1590195,30.65033899,市农业局,武汉市农业农村局,gov27
firm388,8F6FB47E40834DA694F114EDDD2773B3,邵为民,"田园路999号	",,,中国石化集团武汉石油化工厂,石油化工,114.4339002,30.65482991,市环保局,武汉市生态环境局,gov12
firm389,C4B5E2CF15C841DA8374A2337707808D,邵为民,"古田工农路10号	",,,武汉有机实业股份有限公司,石油化工,114.1769794,30.60724418,市环保局,武汉市生态环境局,gov12
firm390,187184EA88004104BAB08B298AD68DA5,,湖北省武汉市洪山区鲁磨路369号,,,武汉人福高科技企业股份有限公司,,114.4001834,30.51461264,,,
firm391,3FF97B2E4A7047B8BD0CD2FE35AEE27F,,"珠山湖大道63号	",,,武汉顶益食品有限公司,,114.1598906,30.47814065,,,
firm392,F6EECC9697EC42279819920989728AA9,,武汉市新洲汉施公路,,,武汉一冶钢结构有限公司,,114.5754593,30.70203433,,,
firm393,E97E27E00014460D9F60D1535D05E260,,武汉市汉口解放大道634号新世界中心写字楼B座24/25楼,,,武汉猫人服饰股份有限公司,,114.2667589,30.57896606,,,
firm394,6F4EBCE2DFBE4455979C4104067B9DD2,袁善腊,东湖新技术开发区民族大道玉龙岛花园语林山庄内,,,武汉凯迪控股投资有限公司,能源及环保,114.3782149,30.43986878,市发改委,武汉市发展和改革委员会,gov10
firm395,58BE550BEBD8444CADCDCE89E93E273A,邵为民,武汉市经济技术开发区沌口街,,,武汉晨鸣汉阳纸业股份有限公司,消费品及其它,114.1891428,30.48763841,市科技局,武汉市科学技术局,gov7
firm396,C9F74E251A7245AEA4B2C736EB0BCF57,张学忙,常青路296号,,,武汉统一企业食品有限公司,食品烟草,114.2493503,30.6110944,市农业局,武汉市农业农村局,gov27
firm397,095B29C68BC34B0CA60EEDCC66E7E48E,张学忙,武汉市金北一路,,,华润雪花啤酒（武汉）有限公司,食品烟草,114.1590195,30.65033899,市农业局,武汉市农业农村局,gov27
firm398,8F6FB47E40834DA694F114EDDD2773B3,邵为民,"田园路999号	",,,中国石化集团武汉石油化工厂,石油化工,114.4339002,30.65482991,市环保局,武汉市生态环境局,gov12
firm399,C4B5E2CF15C841DA8374A2337707808D,邵为民,"古田工农路10号	",,,武汉有机实业股份有限公司,石油化工,114.1769794,30.60724418,市环保局,武汉市生态环境局,gov12
firm400,187184EA88004104BAB08B298AD68DA5,,湖北省武汉市洪山区鲁磨路369号,,,武汉人福高科技企业股份有限公司,,114.4001834,30.51461264,,,
firm401,3FF97B2E4A7047B8BD0CD2FE35AEE27F,,"珠山湖大道63号	",,,武汉顶益食品有限公司,,114.1598906,30.47814065,,,
firm402,F6EECC9697EC42279819920989728AA9,,武汉市新洲汉施公路,,,武汉一冶钢结构有限公司,,114.5754593,30.70203433,,,
firm403,E97E27E00014460D9F60D1535D05E260,,武汉市汉口解放大道634号新世界中心写字楼B座24/25楼,,,武汉猫人服饰股份有限公司,,114.2667589,30.57896606,,,
firm404,6F4EBCE2DFBE4455979C4104067B9DD2,袁善腊,东湖新技术开发区民族大道玉龙岛花园语林山庄内,,,武汉凯迪控股投资有限公司,能源及环保,114.3782149,30.43986878,市发改委,武汉市发展和改革委员会,gov10
